Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page
Mám zájem o nabídky přizpůsobené mým zájmům. Vaše osobní údaje chráníme.;Forced sign for newsletter but in a cookie bar;Misdirection;Visual Interference;Product Detail;No;https://www.kefija.cz/kefija/eshop/0/0/5/575-Bialetti-Dama-Glamour-Azzurra-na-3-salky-POSLEDNI-KUS-SKLADEM-AKCE-SLEVA#
vyžádat si u nás přístup k těmto údajům a tyto nechat aktualizovat nebo opravit, popřípadě požadovat omezení zpracování, požadovat po nás výmaz těchto osobních údajů, výmaz provedeme, pokud to nebude v rozporu s platnými právními předpisy nebo oprávněnými zájmy správce,;No info how to cancel;Obstruction;Hard to Cancel;Checkout Process;No;https://www.kefija.cz/osobni-udaje-informacni-povinnost
Odesláním objednávkového formuláře souhlasíte s našimi obchodními podmínkami a se zpracováním osobních údajů pro účely vyřízení objednávky a oprávněných zájmů.;;Forced Action;Forced Enrollment;Product Detail;No;https://www.opisovani.cz/propiska-s-tahakem
vyžádat si u nás přístup k těmto údajům a tyto nechat aktualizovat nebo opravit, popřípadě požadovat omezení zpracování, požadovat po nás výmaz těchto osobních údajů, výmaz provedeme, pokud to nebude v rozporu s platnými právními předpisy nebo oprávněnými zájmy správce,;No info how to cancel;Obstruction;Hard to Cancel;Checkout Process;No;https://www.opisovani.cz/osobni-udaje-informacni-povinnost/
Akční cena platná právě dnes!;;Urgency;Limited-time Message;Product Detail;Yes;https://www.opisovani.cz/propiska-s-tahakem
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Product Detail;No;https://www.zmrzlinovy-stroj.cz/produkty/kosik.html#
Máte právo kdykoli odvolat souhlas se zpracováním Vašich osobních údajů daný správci. Tímto však není dotčena zákonnost zpracování Vašich osobních údajů před takovýmto odvoláním souhlasu. Váš souhlas se zpracováním osobních údajů můžete odvolat na emailu info @2000online.cz;email to cancel;Obstruction;Hard to Cancel;Checkout Process;No;https://www.zmrzlinovy-stroj.cz/zpracovani-osobnich-udaju.html
"„Jednani a ochotu vaseho pracovnika p. Krena pri jednani coz se malo kdy setkavam.“
92% ★★★★★ doporučuje obchod
✓ ověřeno od Notifikuj";Periodic popup;Social Proof;Testimonials of Uncertain Origin;Product Detail;No;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver
"Zákazník z Rtyně v P.
má dokončenou objednávku
před 5 hodinami  od Notifikuj";Periodic popup;Social Proof;Activity Message;Product Detail;No;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver
Prodalo se již 7 kusů;;Social Proof;Activity Message;Product Detail;No;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver
Tento produkt si spolu s vámi prohlíží dalších 8 lidí;;Scarcity;High-demand Message;Product Detail;No;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver
;No information how the tertimonials were gathered;Social Proof;Testimonials of Uncertain Origin;Product Detail;??;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver
6,8 tis. lidem se tohle líbí.;Shows number of likes of their main Facebook website page;Social Proof;Activity Message;Product Detail;Yes;https://eshop.alfafit.cz/muscle-sport-night-extralong-protein-2270-g-doprava-ceskou-postou-nebo-zasilkovna-zdarma/
Při poskytování služeb nám pomáhají soubory cookies. Používáním našich služeb souhlasíte s využíváním cookies. Děkujeme Vám.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;Yes;https://eshop.alfafit.cz/muscle-sport-night-extralong-protein-2270-g-doprava-ceskou-postou-nebo-zasilkovna-zdarma/
;Shows their reaction for the Testimonials of Uncertain Origin on Heureka.cz in a form like they were the actual testimonial;Misdirection;Visual Interference;Product Detail;No;https://eshop.alfafit.cz/extrifit-cfm-instant-whey-80-1000-g/
Přečetl/a jsem si a souhlasím se všeobecnými obchodními podmínkami a beru na vědomí zpracování osobních údajů v souladu s pravidly ochrany osobních údajů.;;Forced Action;Forced Enrollment;;No;https://eshop.alfafit.cz/extrifit-cfm-instant-whey-80-1000-g/
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;;No;https://eshop.alfafit.cz/extrifit-cfm-instant-whey-80-1000-g/
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Product Detail;No;https://www.sgsport.cz/kosik/detail.htm
Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.sgsport.cz/hazenkarsky-mic-select-hb-ultimate-champions-league-men-sedo-modra.html
právo odvolat souhlas se zpracováním písemně nebo elektronicky na adresu nebo email správce uvedený v čl. III těchto podmínek.;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.sgsport.cz/podminky-ochrany-osobnich-udaju/
Tento web používá cookies, aby Vám zajistil co nejvyšší uživatelský komfort. Používáním tohoto webu s tím souhlasíte.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.coolboty.cz/boma-ponozky-prstan-a-01-bila-1-par
"5 návštěvníků
si právě prohlíží tento web
✓ ověřeno od Notifikuj";Periodic popup;Social Proof;Activity Message;Product Detail;No;https://www.coolboty.cz/boma-ponozky-prstan-a-01-bila-1-par
Objednat bez registrace Registrovat;Registration button is has higher contrast;Misdirection;Visual Interference;Checkout Process;No;https://www.coolboty.cz/login/checkoutasguest?returnUrl=%2Fcart
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;Periodic popup;Misdirection;Trick Questions;Checkout Process;No;https://www.coolboty.cz/checkout/confirm
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;Periodic popup;Forced Action;Forced Enrollment;Checkout Process;No;https://www.coolboty.cz/checkout/confirm
právo odvolat souhlas se zpracováním písemně nebo elektronicky na adresu nebo email správce uvedený v sekci Kontakt.;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.coolboty.cz/ochrana-osobnich-udaju
;No information how to cancel newsletter subscription;Obstruction;Hard to cancel;Other page;No;https://www.bezpecnostni-uniformy.cz/vseobecne-obchodni-podminky.html
Odesláním objednávky souhlasím s obchodními podmínkami e-shopu a zároveň souhlasím se zpracováním osobních údajů za účelem vyřízení této objednávky.;;Forced Action;Forced Enrollment;Other page;No;https://www.bezpecnostni-uniformy.cz/specifikace-objednavky.html
Můžeme vám občas zaslat rychlé novinky od ahifi.cz? Ne Ano;Popup;Misdirection;Visual Interference;Product Detail;No;https://www.ahifi.cz/4carmedia-iso-konektor-citroen-peugeot-1.html
Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte. Rozumím;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.ahifi.cz/4carmedia-iso-konektor-citroen-peugeot-1.html
Nakupte ještě za 1821 Kč a získejte dopravu ZDARMA;;Misdirection;Pressured Selling;Product Detail;No;https://www.ahifi.cz/4carmedia-iso-konektor-citroen-peugeot-1.html
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky portálu Heureka.cz.;;Misdirection;Trick Questions;Cart page;No;https://www.ahifi.cz/kosik/detail.htm
Požadovat po nás smazání svých osobních údajů.;;Obstruction;Hard to Cancel;Other page;No;https://www.ahifi.cz/ochrana-osobnich-udaju/
Nakupte ještě za 1821 Kč a získejte dopravu ZDARMA;;Misdirection;Pressured Selling;Cart Detail;No;https://www.ahifi.cz/kosik/detail.htm
Nákupem souhlasíte se zpracováním osobních údajů pro účely vyřízení objednávky a oprávněných zájmů.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.camelion-dekorace.cz/camelion-dekorace/e-finish
Chci s objednávkou vytvořit registraci a souhlasím se zpracováním osobních údajů.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.camelion-dekorace.cz/camelion-dekorace/e-finish
Pro základní funkčnost, zpříjemnění používání webu, analytické účely a v případě udělení souhlasu také pro účely cílení reklamy využíváme soubory cookies. Nastavení vlastních preferencí cookies můžete kdykoli upravit odkazem ve spodní části stránek.;Cookie bar;Forced Action;Forced Enrollment;Product Page;No;https://www.camelion-dekorace.cz/TOU0005-L-Oiseau-Bateau-Kamarad-na-dudlicek-Divka-s-fuchsiovymi-vlasky-d397.htm
Souhlas se zpracováním lze vzít kdykoliv zpět, a to a to zasláním dopisu, emailu s žádostí o odstranění;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.camelion-dekorace.cz/OCHRANA-OSOBNICH-UDAJU-GDPR-a4_0.htm
6 hodnocení;No information how the data were collected;Social Proof;Activity Message;Product Page;Yes;https://www.stein.cz/trivrstve-hrnce-stein/hrnec-nerezovy-trivrstvy-indukcni-tepany-24cm-5l/
Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte.;Cookie bar;Forced Action;Forced Enrollment;Product Page;No;https://www.elotechnik.cz/hydraulicky-valec-dvojcinny-hm1-2-3-63-32-160-121a111.html
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Cart page;No;https://www.elotechnik.cz/kosik/detail.htm
;No information how to remove data;Obstruction;Hard to Cancel;Other page;??;https://www.elotechnik.cz/ochrana-osobnich-udaju/
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;;Misdirection;Trick Questions;Cart page;No;https://www.mobil-telefon.cz/checkout-final
Svůj souhlas s uchováváním a zpracováváním osobních údajů nebo se zasíláním obchodních sdělení může kupující kdykoliv odvolat, s tím, že prodávajícímu svůj požadavek oznámí vhodným prokazatelným způsobem (např. doporučený dopis, e-mail, atd.).;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.mobil-telefon.cz/clanek/obchodni_podminky
"Nakupte ještě za 499,00 Kč
a budete mít dopravu zdarma!";Popup after adding to cart and in the cart;Misdirection;Pressured selling;Product Detail;No;https://www.probazen.com/filtracni-kulicky-700-g/
Nejprodávanější produkty na e-shopu;Popup after adding to cart;Misdirection;Pressured selling;Product Detail;No;https://www.probazen.com/filtracni-kulicky-700-g/
Nesouhlasím se zasláním dotazníku spokojenosti s vyřízením objednávky;;Misdirection;Trick Questions;Checkout Process;No;https://www.probazen.com/objednavka/
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.probazen.com/objednavka/
Za podmínek stanovených v nařízení máte právo požadovat od správce přístup k Vašim osobním údajům, právo na opravu nebo výmaz Vašich osobních údajů, popřípadě omezení jejich zpracování, právo vznést námitku proti zpracování Vašich osobních údajů, a dále právo na přenositelnost Vašich osobních údajů.;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.probazen.com/clanky/informace-o-zpracovani-osobnich-udaju/
Nesouhlasím se zasláním dotazníku pro hodnocení nákupu přes službu Zbozi.cz.   Více informací;double negative;Misdirection;Trick Questions;Checkout Process;No;https://eshop.alfafit.cz/cz-sekce-objednavka.html?krokx=4#in_body
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat naše služby.;double negative;Misdirection;Trick Questions;Checkout Process;No;https://eshop.alfafit.cz/cz-sekce-objednavka.html?krokx=4#in_body
Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte. ;Cookie bar;Forced Action;Forced Enrollment;Product page;No;http://www.limansport.cz/1258-lifesystems-repelent-lifesystems-expedition/
Subjekty údajů mohou v otázkách zpracování svých osobních údajů kontaktovat Správce, a to na emailové adrese limansport@centrum.cz.;email to cancel;Obstruction;Hard to Cancel;Other page;No;http://www.limansport.cz/zpracovani-osobnich-udaju/
"
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky. *";;Forced Action;Forced Enrollment;Checkout Process;No;http://www.limansport.cz/platba-a-fakturacni-udaje/
"Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte.
Rozumím";Cookie bar;Forced Action;Forced Enrollment;Product Page;No;https://www.krbykrbovevlozky.com/krbova-vlozka-chopok-600-510-o-pd-zadni-prikladani.html
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.krbykrbovevlozky.com/kosik/detail.htm
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.krbykrbovevlozky.com/kosik/detail.htm
Nakupte ještě za 300 Kč a získejte dopravu ZDARMA;Appers in a popup after adding to cart;Misdirection;Pressured selling;Product page;No;https://www.tiskarny-tonery-kopirky.cz/hp-w2070-3a-117a-kompatibilni-cerny-cerveny-modry-a-zluty-toner-eco-bez-cipu.html
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.tiskarny-tonery-kopirky.cz/kosik/detail.htm
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.tiskarny-tonery-kopirky.cz/kosik/detail.htm
Podle zmíněného nařízení GDPR o ochraně osobních údajů máte právo vzít svůj souhlas kdykoliv zpět, požadovat po nás zprávy o tom, jaké vaše osobní údaje zpracováváme, požadovat po nás vysvětlení důvodu a zpracování osobních údajů, požádat o přístup k těmto údajům, které můžete opravit nebo aktualizovat, požadovat po nás smazání svých osobních údajů, obrátit se na nás nebo na Úřad pro ochranu osobních údajů, pokud budete mít pochybnosti o dodržování povinností se zpracováním osobních údajů z naší strany.;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.tiskarny-tonery-kopirky.cz/zpracovani-osobnich-udaju/
"Tento web používá k poskytování služeb, personalizaci reklam a analýze návštěvnosti soubory cookie. Používáním tohoto webu s tím souhlasíte.
ROZUMÍM";Cookie bar;Forced Action;Forced Enrollment;Product Page;No;https://www.dekolamp.cz/philips-hue-8719514264489-led-lampicka-iris-4-generace-1x8-1w-2000-6500k-bluetooth-white-and-color-ambiance-cerna.html
Nakupte ještě za 741 Kč a získejte dopravu ZDARMA;;Misdirection;Pressured selling;Product Page;No;https://www.dekolamp.cz/emos-zy2310-led-dekorativni-projektor-vlocky-2w-ip20-studena-bila-rotujici-svetlo.html
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.dekolamp.cz/kosik/detail.htm
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.dekolamp.cz/kosik/detail.htm
Podle zmíněného nařízení GDPR o ochraně osobních údajů máte právo vzít svůj souhlas kdykoliv zpět, požadovat po nás zprávy o tom, jaké vaše osobní údaje zpracováváme, požadovat po nás vysvětlení důvodu a zpracování osobních údajů, požádat o přístup k těmto údajům, které můžete opravit nebo aktualizovat, požadovat po nás smazání svých osobních údajů, obrátit se na nás nebo na Úřad pro ochranu osobních údajů, pokud budete mít pochybnosti o dodržování povinností se zpracováním osobních údajů z naší strany.;email to cancel;Obstruction;Hard to Cancel;Other page;No;https://www.dekolamp.cz/ochrana-osobnich-udaju/
