Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page;Domain
8 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.wux-naramky.cz/minimalisticky-macrame/minimalisticky-cerny--naramek-se-zlatym-koralkem/;www.wux-naramky.cz
80 lidí navštívilo tento web za posledních 7 dní;Periodic popup;Social Proof;Activity Message;Product Detail;No;https://www.pospartner.cz/pokladni-zasuvka-virtuos-c420c-k-cerna-rj10p10c-s-kabelem-kovove-drzaky-bankovek;www.pospartner.cz
803 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.lepsicigareta.cz/bateriove-gripy-c70/ismoka-eleaf-isolo-r-30w-grip-sada-1800mah-modra-i2376/;www.lepsicigareta.cz
84 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.panhoubicka.cz/nano-houbicky/nano-houbicky-10-ks-2/;www.panhoubicka.cz
854 rybářů navštívilo tento internetový obchod  za posledních 24 hod.;;Social Proof;Activity Message;Product Detail;??;https://www.rajrybaru.cz/krmeni-nastrahy-navnady/boostery-dipy-zalivky/;www.rajrybaru.cz
9 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.batohiro.cz/kolekce/minato/;www.batohiro.cz
9 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.eniwine.cz/extra-panensky-olivovy-olej/extra-virgin-olivovy-olej-bazalka/;www.eniwine.cz
917 hodnocení;No information how these Testimonials of Uncertain Origin were gathered;Social Proof;Activity Message;Product Detail;Yes;https://www.smartomat.cz/smartomat-silentband-2-cerna/;www.smartomat.cz
93 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;http://www.zahradadarios.cz/cz-detail-554094-zabradlove-madlo-nextwood-olse.html;www.zahradadarios.cz
935 hráčů navštívilo tento web za posledních 7 dní ✓ ověřeno od Notifikuj x;;Social Proof;Activity Message;Product Detail;??;https://gametip.cz/herni-centrum/herni-zarizeni/herni-konzole/sony-playstation-5/;gametip.cz
943 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.primamama.cz/clementoni-soubor-her-disney-princezny-4v1-skladem/;www.primamama.cz
96 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://eshop.vinoarchiv.cz/viognier-2018-mzv-polosuche-0-75-l-vinarstvi-vymola/;eshop.vinoarchiv.cz
98 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.uklimu.cz/products/sul-z-mrtveho-more-hruba-jedla/;www.uklimu.cz
98 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.zbraneostrava.cz/zbrane/eshop/11-1-PYROTECHNIKA/69-2-PYROTECHNIKA-DO-PLYNOVEK;www.zbraneostrava.cz
983 lidem se tohle líbí.;Facebook like counter;Social Proof;Activity Message;Product Detail;No;https://www.mpmobility.cz/Bezdratova-nabijecka-Compatible-2A-kabel-micro-USB-www.masovegranule.cz;www.mpmobility.cz
AKCE: Vložte do košíku ještě 2 ks zboží, nebo zboží za min. 311 Kč, který máme skladem a DOPRAVA k Vám bude ZDARMA!;;Misdirection;Pressured Selling;Cart Detail;No;https://www.supergamer.cz/webova-kamera-sandberg-flex-1080p-fullhd-p-413586.html;www.supergamer.cz
AKTIVUJTE SI SLEVU KLIKNUTÍM NA TLAČÍTKO AKTIVOVAT SE VÁM AUTOMATICKY VLOŽÍ KUPÓN SE SLEVOU 10% NA NÁSLEDUJÍCÍCH 30 MINUT.;;Urgency;Countdown Timer;Product Detail;??;https://www.adames.cz/index.php?route=product/product&product_id=6771;www.adames.cz
AKČNÍ NABÍDKA;No deadline;Urgency;Limited-time Message;Product Detail;Yes;http://www.trendylights.cz/katalog/akcni-nabidka/ledmed-plafoniera-305-led-vysoce-usporne-stropninastenne-svitidlo-pn31100005-pn31200005-panlux;www.trendylights.cz
Abychom vám mohli co nejlépe doporučovat knížky a též pro marketingové účely, si potřebujeme do vašeho prohlížeče uložit údaje - takzvané koláčky neboli cookies. Tyto údaje sdílíme i se třetími stranami a střežíme je jako oko v hlavě. Souhlasíte s jejich uložením?  POZDĚJI SOUHLASÍM;Deceptive, because disagreement does not lead to stop saving cookies;Forced Action;Forced Enrollment;Product Detail;Yes;https://www.martinus.cz/?uItem=186177#reviews;www.martinus.cz
Abychom vám mohli co nejlépe doporučovat knížky a též pro marketingové účely, si potřebujeme do vašeho prohlížeče uložit údaje - takzvané koláčky neboli cookies. Tyto údaje sdílíme i se třetími stranami a střežíme je jako oko v hlavě. Souhlasíte s jejich uložením?  POZDĚJI SOUHLASÍM;Deceptive, because disagreement does not lead to stop saving cookies;Misdirection;Visual Interference;Product Detail;Yes;https://www.martinus.cz/?uItem=186177#reviews;www.martinus.cz
Abyste nehradili poštovné zbývá nakoupit za 2 780 Kč.;;Misdirection;Pressured Selling;Cart Detail;No;http://www.gesprofi.cz/p1814-stativ-stojan-heavy-duty-s-jemnym-nastavenim/;www.gesprofi.cz
Abyste nehradili poštovné zbývá nakoupit za 3 002 Kč.;;Misdirection;Pressured Selling;Cart Detail;No;http://www.motocomponents.cz/kosik/;www.motocomponents.cz
Abyste nehradili poštovné zbývá nakoupit za 98 901 Kč.;;Misdirection;Pressured Selling;Cart Detail;No;http://www.unipraelektro.cz/kosik.html?item=79265;www.unipraelektro.cz
Abyste neplatili za poštovné, je třeba objednat ještě za 711,00 Kč.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.profi-pedikura.cz/kosik/;www.profi-pedikura.cz
Abyste neplatili za poštovné, je třeba objednat ještě za 8 850 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.kvalitnepodlahy.cz/kosik/;www.kvalitnepodlahy.cz
Akce končí za:04 hodiny00 minut01 sekunda;Timer resets every day;Urgency;Countdown Timer;Product Detail;Yes;https://www.nakupik.cz/p/5559730-kartacek-a-kousatko-pro-psy-chewbrush;www.nakupik.cz
Akce končí za:23 minut49 sekund;Timer resets every day;Urgency;Countdown Timer;Product Detail;Yes;https://www.nakupik.cz/p/5186102-posilovaci-gumy-fit-bands-sada-11-kusu;www.nakupik.cz
Akce končí za:4 dny 4 hodin 10 minut;Static javascript;Urgency;Countdown Timer;Product Detail;Yes;https://www.jumboshop.cz/7383-chytry-drzak-do-auta-s-cidlem-a-bezdratovym-nabijenim-s5;www.jumboshop.cz
Akce trvá pouze: 116 hod 55 min 48 sek;Timer reloads every couple of days;Urgency;Countdown Timer;Product Detail;Yes;https://www.tmnabytek.cz/produkt/black-red-white/antwerpen/komoda-antwerpen,45102;www.tmnabytek.cz
Akce trvá pouze: 90 hod 00 min 49 sek;Resets after a period of time;Urgency;Countdown Timer;Product Detail;Yes;https://www.tmnabytek.cz/produkt/gaa-meble/prowansja/komoda-prowansja;www.tmnabytek.cz
Akční cena končí za: 22h 21 min 41s;;Urgency;Countdown Timer;Product Detail;??;https://www.rescue-store.cz/respiratory/respirator-tvarovany-3m-8835--ffp3-vydechovy-ventilek/;www.rescue-store.cz
Akční cena platná právě dnes!;;Urgency;Limited-time Message;Product Detail;Yes;https://www.opisovani.cz/propiska-s-tahakem;www.opisovani.cz
Barbora (Vysoké nad Jizerou) právě nakoupila Bezdrátové venkovní světlo před 3 minutami;On reload shows random notification;Social Proof;Activity Message;Product Detail;Yes;https://www.jumboshop.cz/7383-chytry-drzak-do-auta-s-cidlem-a-bezdratovym-nabijenim-s5;www.jumboshop.cz
CENA DNES;Discount for more than a day;Urgency;Limited-time Message;Product Detail;Yes;https://fitanu.com/cz/d-msk-obuv-rs-fast-pop-wn-s-puma-37513502-puma-4063697673366;fitanu.com
CHCETE DOPRAVU ZDARMA? NAKUPTE JEŠTĚ ZA 4 711,00 KČ A ZÍSKEJTE JI OD NÁS JAKO DÁREK;;Misdirection;Pressured Selling;Product Detail;No;https://shop.fkt.cz/led-trubice-t8-pro2-np-120cm-6000k-2-880lm-18w-230v-matna-np-ean4739448-skupcq0201000003.php;shop.fkt.cz
Celkem zákazníci zakoupili již 137x;;Social Proof;Activity Message;Product Detail;??;https://www.cizinecfood.cz/mrkvovy-salat-250g-fermentovana-zelenina/;www.cizinecfood.cz
Celkem zákazníci zakoupili již 160x;;Social Proof;Activity Message;Product Detail;??;https://www.gumko.cz/tesneni-do-oken-a-dveri-samolepici-9x7-4mm-typ-d-bile-6m/;www.gumko.cz
Celkem zákazníci zakoupili již 21x;;Social Proof;Activity Message;Product Detail;??;https://www.kshps.cz/klopena-hnizda-pro-mala-a-stredni-plemena/klopene-snaskove-hnizdo-se-zasobnikem-vajec-3-modul-zadni/;www.kshps.cz
Celkem zákazníci zakoupili již 29x;;Social Proof;Activity Message;Product Detail;??;https://www.dadaplenky.cz/praci-gely-2/gallus--praci-gel-3v1--color--na-barevne-pradlo--2l--56-davek/;www.dadaplenky.cz
Celkem zákazníci zakoupili již 35x;;Social Proof;Activity Message;Product Detail;??;https://www.jewish-eshop.cz/kosher-coffee/koser-kafe-od-zida-jewish-e-shop-100--arabica-cohen57-kosher-for-pasover/;www.jewish-eshop.cz
Celkem zákazníci zakoupili již 46x;;Social Proof;Activity Message;Product Detail;??;https://www.3dfil.cz/zbozi/pla-zluta-transparentni-1-75-mm-1-kg/;www.3dfil.cz
Chceme Vám, našim zákazníkům, co nejvíce zpříjemnit nákup a k poskytování služeb, personalizaci reklam a analýze návštěvnosti využíváme cookies. Používáním webu Darky.cz s používáním cookies souhlasíte (čtení).;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.darky.cz/diamantove-malovani-basic-jelen;www.darky.cz
Chceme Vám, našim zákazníkům, co nejvíce zpříjemnit nákup a k poskytování služeb, personalizaci reklam a analýze návštěvnosti využíváme cookies. Používáním webu nejlepsi-darecky.cz s používáním cookies souhlasíte (čtení).;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.nejlepsi-darecky.cz/diamantove-malovani-deluxe-jednorozec;www.nejlepsi-darecky.cz
Chcete dopravu zdarma hned? Vyberte si ze zlevněného zboží;;Misdirection;Pressured Selling;Product Detail;No;https://www.samostatne-dite.cz/nabytek/set-stolecek-a-zidlicka-kostka-3v1-prirodni/;www.samostatne-dite.cz
Chcete dostávat upozornění na NOVINKY a SLEVY? Potvrďte odběr upozornění Ne, děkuji Potvrdit;In a popup;Misdirection;Visual Interference;Product Detail;No;https://www.koralky.cz/stribrna-ketlovaci-jehla-s-kulickou-20x0-8mm-c-371;www.koralky.cz
Chcete vědět o všech novinkách a akcích dříve než ostatní;In a popup;Misdirection;Visual Interference;Product Detail;No;https://www.darekvakci.cz/joko-pa0045-cy-elektricke-auticko-range-rover-evoque-4x4-cerne;www.darekvakci.cz
Chci s objednávkou vytvořit registraci a souhlasím se zpracováním osobních údajů.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.camelion-dekorace.cz/camelion-dekorace/e-finish;www.camelion-dekorace.cz
Chci vytvořit účet;Checked checkbox for creating an account from provided delivery information;Forced Action;Forced Enrollment;Checkout Process;No;https://www.iwant.cz/Objednavka/Dodaci-udaje;www.iwant.cz
Cookies a podobné technologie se na našich stránkách používají k personalizaci obsahu a reklam, poskytování a zlepšování funkcí produktů a k analýze provozu na našich stránkách. Zásady cookies Přijmout všechny Pouze funkční Zobrazit předvolby;Cookie bar with visual interference;Misdirection;Visual Interference;Product Detail;No;https://gametip.cz/herni-centrum/herni-zarizeni/herni-konzole/sony-playstation-5/;gametip.cz
Cookies na internetové stránce Lincos: Pomocí cookies pro Vás víme zapezbečiť nejlepší uživatelský zážitek. Pokud pokračujete v prohlížení našich stránek bez nastavení prohlížeče, předpokládáme, že jste přijaly všechny cookies na webu.;;Forced Action;Forced Enrollment;Product Detail;No;https://lincos.cz/6171-nabijecka-akumulatoru-s-podporou-pri-startu-6-12-24v-600w.html;lincos.cz
Cookies používáme ke zlepšení vašeho zážitku na našich webových stránkách. Procházením této webové stránky souhlasíte s naším používáním cookies.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.bbqstore.cz/product/outdoorchef-obal-a-line-455-2/;www.bbqstore.cz
DNES POUZE od 790 Kč;;Urgency;Limited-time Message;Product Detail;Yes;https://www.kralovske-spani.cz/ortopedicky-klin-perfect-podnoznik-p-5179.html;www.kralovske-spani.cz
DOPLŇKOVÝ PRODEJ:;In a cart as additional possible boughts;Misdirection;Pressured Selling;Cart Detail;No;https://www.rescue-store.cz/kosik/;www.rescue-store.cz
Dejte tomuto zboží druhou šanci od 5 679 Kč;Giving a discount to user if he watched the product before and might reconsider to buy the product with the discount;Misdirection;Pressured Selling;Product Detail;No;https://www.czc.cz/xiaomi-redmi-note-9-pro-6gb-128gb-tropical-green/286834/produkt;www.czc.cz
Dnes zakoupili 3 zákazníci;Changed bought this today to bought this  weekend after one week;Social Proof;Activity Message;Product Detail;No;https://www.kralovske-spani.cz/ortopedicky-klin-perfect-podnoznik-p-5179.html;www.kralovske-spani.cz
Dnes zakoupilo 16 zákazníků;;Social Proof;Activity Message;Product Detail;No;https://www.jumboshop.cz/7383-chytry-drzak-do-auta-s-cidlem-a-bezdratovym-nabijenim-s5;www.jumboshop.cz
Do dopravy zdarma + 7 proteinových jídel zdarma zbývá nakoupit už jen za 2 559 Kč !;;Misdirection;Pressured Selling;Product Detail;No;https://www.victus.cz/slane-proteinove-jidlo_k2/proteinove-omelety_k5/;www.victus.cz
Do dopravy zdarma stačí nakoupit ještě za: 11 335 Kč;;Misdirection;Pressured Selling;Product Detail;No;https://www.abecedaobkladu.cz/obklady-opoczno/opoczno-artistic-way/artistic-way-white-structure-25x75-5935.html;www.abecedaobkladu.cz
Do dopravy zdarma stačí nakoupit ještě za: 2 354 Kč;;Misdirection;Pressured Selling;Product Detail;No;https://www.abanesa.cz/zbozi/mirabela-cerstva-kava-costa-rica-tarrazu-100-arabika-225g-764.html;www.abanesa.cz
Do dopravy zdarma vám zbývá nakoupit za 2722 Kč!;;Misdirection;Pressured Selling;Product Detail;No;https://www.alkohouse.cz/vinarstvi-babicek-vacenovsky/babicek-vacenovsky-frankovka-klaret-2015;www.alkohouse.cz
Do dopravy zdarma zbývá 1 318 Kč!   Návrat do eshopu →;;Misdirection;Pressured Selling;Product Detail;No;https://pravaja.cz/kosik/;pravaja.cz
Do dopravy zdarma zbývá 636 Kč!;;Misdirection;Pressured Selling;Product Detail;No;https://pravaja.cz/produkt/osvezujici-odlicovaci-olej-pravaja-100-ml/;pravaja.cz
Do dopravy zdarma zbývá nakoupit už jen za 949 Kč!;;Misdirection;Pressured Selling;Product Detail;No;https://www.victus.cz/slane-proteinove-jidlo_k2/proteinove-omelety_k5/;www.victus.cz
Do konce akce zbývá:  10h 4m 26s;The discount remains after the timer is gone;Urgency;Countdown Timer;Product Detail;Yes;https://www.astratex.cz/damske-bezove-triko-s-kratkym-rukavem-pointelle-crop/;www.astratex.cz
Do poštovného zdarma Vám chybí 422 Kč;;Misdirection;Pressured Selling;Product Detail;No;https://www.revolutionhair.cz/e-shop/34735-alfaparf-rucnik-semi-di-lino-curls-smooth-60x96-cm;www.revolutionhair.cz
Dodatečná sleva 4 % na celý nákup je vaše! Ušetřili jste 131 Kč. Nakupte ještě za 1 864 Kč a získáte vyšší slevu.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.mivardi.cz/eshop/cart/step1;www.mivardi.cz
Doporučená maloobchodní cena;Might not be a discount;Misdirection;Visual Interference;Product Detail;No;https://fitanu.com/cz/d-msk-obuv-rs-fast-pop-wn-s-puma-37513502-puma-4063697673366;fitanu.com
Doporučené akce:;;Misdirection;Pressured Selling;Cart Detail;No;https://darcik.cz/index.php?route=checkout/cart;darcik.cz
Doporučené služby;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.expert.cz/electrolux-lfb3af82r/;www.expert.cz
Doporučujeme ještě přikoupit;;Misdirection;Pressured Selling;Product Detail;No;https://www.mujlekarnik.cz/reparil-dragees-20mg-tbl-ent-100-30230661_detail/;www.mujlekarnik.cz
Doporučujeme přikoupit:;Popup;Misdirection;Pressured Selling;Product Detail;No;https://www.helkon.cz/detail/spotrebni-material-soucastky/alkalicke-baterie/bc-lr03-mikrotuzkova-alkalicka-baterie-aaa.html;www.helkon.cz
Doprava od 79 Kč. Pro dopravu zdarma nakupte ještě za 499,00 Kč;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.probazen.com/filtracni-kulicky-700-g/;www.probazen.com
Doprava zdarma? Objednejte ještě za 1 758 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.kreativni-hratky.cz/kosik;www.kreativni-hratky.cz
Dostupnost:	skladem poslední 1ks !!;;Scarcity;Low-stock Message;Product Detail;No;https://www.vaseloznipradlo.cz/vanocni-bavlnene-povleceni-vlocky-cervenosede-s-bilymi-a-cervenymi-vlockami-na-bilem-pozadi/;www.vaseloznipradlo.cz
DÁRKY PRO TEBE;User may be steered into buying more goods;Misdirection;Pressured Selling;Cart Detail;No;https://www.muziker.cz/shop/basket;www.muziker.cz
Eva z Prahy Poslední objednávka před 13 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product Detail;??;https://www.fyto-kosmetika.cz/meinebase-zasadito-mineralni-koupelova-sul-2750-g-p7770;www.fyto-kosmetika.cz
Extra služby k celé objednávce  Pojištění zásilky - 39 Kč  Ekobalení - 23 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.muziker.cz/shop/basket;www.muziker.cz
Garance akce ještě 03 : 31 : 25 nebo do vyprodání!;;Urgency;Countdown Timer;Product Detail;??;https://postovnezdarma.cz/318299-setmagnetickychrasaocnilinky-mr01;postovnezdarma.cz
Garance akce ještě 07 : 13 : 05 nebo do vyprodání!;;Urgency;Countdown Timer;Product Detail;??;https://skladovky.cz/231985-damskebotynaplatforme-beckky-atg;skladovky.cz
HODNOCENÍ NAŠÍCH ZÁKAZNÍKŮ ZÁKAZNÍCI DOPORUČUJÍ ESHOP;No information how the references were gathered.;Social Proof;Testimonials of Uncertain Origin;Product Detail;Yes;https://www.buxton-eshop.cz/sluchatka-pres-hlavu/bhp-9500-anc-bt-sluchatka-buxton;www.buxton-eshop.cz
HODNOCENÍ NAŠÍCH ZÁKAZNÍKŮ ZÁKAZNÍCI DOPORUČUJÍ ESHOP;No information how the references were gathered.;Social Proof;Testimonials of Uncertain Origin;Product Detail;Yes;https://www.ergobaby-eshop.cz/domecky-skluzavky-houpacky/domecek-magical-sed-buddy-toys-bot-1011;www.ergobaby-eshop.cz
